,学校名,考试方式,院系所,专业,研究方向,学习方式,拟招生人数,政治,外语,业务课一,业务课二
955,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(929)半导体物理
956,,统考,(219)微电子学院,(085400)(专业学位)电子信息,(04)微机电系统,全日制,"('专业：34(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(808)电路与电子线路
957,,,,,,,,(101)思想政治理论,(201)英语一,(301)数学一,(929)半导体物理
958,,统考,(221)网络空间安全学院,(085400)(专业学位)电子信息,(01)网络空间安全,全日制,"('专业：8(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(857)密码学与网络安全
959,,统考,(225)软件学院,(085400)(专业学位)电子信息,(01)软件工程,全日制,"('专业：522(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
960,,统考,(229)大数据学院,(085400)(专业学位)电子信息,(01)网络与信息安全,全日制,"('专业：31(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
961,,统考,(229)大数据学院,(085400)(专业学位)电子信息,(02)大数据系统管理技术,全日制,"('专业：31(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
962,,统考,(229)大数据学院,(085400)(专业学位)电子信息,(03)信息管理系统,全日制,"('专业：31(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
963,,统考,(229)大数据学院,(085400)(专业学位)电子信息,(04)大数据分析技术与应用,全日制,"('专业：31(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
964,,统考,(229)大数据学院,(085400)(专业学位)电子信息,(05)软件系统分析与设计,全日制,"('专业：31(不含推免)',6",(101)思想政治理论,(201)英语一,(301)数学一,(408)计算机学科专业基础综合
965,厦门大学,,,,,,,,,,
966,,统考,(081)物理系,(085400)(专业学位)电子信息,(01)电子与通信工程：微电子技术,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
967,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
968,,统考,(081)物理系,(085400)(专业学位)电子信息,(02)电子与通信工程：光电子材料,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
969,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
970,,统考,(081)物理系,(085400)(专业学位)电子信息,(03)电子与通信工程：半导体材料与器件,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
971,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
972,,统考,(081)物理系,(085400)(专业学位)电子信息,(04)电子与通信工程：LED照明及相关技术,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
973,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
974,,统考,(081)物理系,(085400)(专业学位)电子信息,(05)电子与通信工程：光伏技术,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
975,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
976,,统考,(084)电子科学系,(085400)(专业学位)电子信息,(01)电子与通信工程：生物医学电子学,全日制,"('专业：17(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
977,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
978,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(849)光电子技术
979,,统考,(084)电子科学系,(085400)(专业学位)电子信息,(02)电子与通信工程：信号与图像处理,全日制,"('专业：17(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
980,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
981,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(849)光电子技术
982,,统考,(084)电子科学系,(085400)(专业学位)电子信息,(03)电子与通信工程：光电技术与照明显示,全日制,"('专业：17(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
983,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
984,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(849)光电子技术
985,,统考,(084)电子科学系,(085400)(专业学位)电子信息,(04)电子与通信工程：智能科学仪器,全日制,"('专业：17(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
986,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
987,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(849)光电子技术
988,,统考,(084)电子科学系,(085400)(专业学位)电子信息,(05)电子与通信工程：人工智能与健康大数据,全日制,"('专业：17(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
989,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
990,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(849)光电子技术
991,,统考,(084)电子科学系,(085400)(专业学位)电子信息,(06)人工智能：智能医学影像,全日制,"('专业：17(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
992,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
993,,统考,(084)电子科学系,(085400)(专业学位)电子信息,(07)人工智能：智能信息处理,全日制,"('专业：17(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
994,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
995,,统考,(084)电子科学系,(085400)(专业学位)电子信息,(08)人工智能：智能照明与显示,全日制,"('专业：17(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
996,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
997,,统考,(084)电子科学系,(085400)(专业学位)电子信息,(09)人工智能：智能科学仪器,全日制,"('专业：17(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
998,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
999,,统考,(084)电子科学系,(085400)(专业学位)电子信息,(10)人工智能：物联网与光通信,全日制,"('专业：17(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
1000,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
1001,,统考,(085)电磁声学研究院,(085400)(专业学位)电子信息,(01)电子与通信工程：地球信息科学与技术,全日制,"('专业：11(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1002,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
1003,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
1004,,统考,(085)电磁声学研究院,(085400)(专业学位)电子信息,(02)电子与通信工程：生物医学电子学与电磁学,全日制,"('专业：11(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1005,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
1006,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
1007,,统考,(085)电磁声学研究院,(085400)(专业学位)电子信息,(03)电子与通信工程：天线理论与技术,全日制,"('专业：11(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1008,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
1009,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
1010,,统考,(085)电磁声学研究院,(085400)(专业学位)电子信息,(04)电子与通信工程：微纳光子学与光电技术,全日制,"('专业：11(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1011,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
1012,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
1013,,统考,(085)电磁声学研究院,(085400)(专业学位)电子信息,(05)电子与通信工程：智能电子信息技术,全日制,"('专业：11(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1014,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
1015,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
1016,,统考,(085)电磁声学研究院,(085400)(专业学位)电子信息,(06)电子与通信工程：变换光学与超材料,全日制,"('专业：11(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1017,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
1018,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
1019,,统考,(085)电磁声学研究院,(085400)(专业学位)电子信息,(07)电子与通信工程：微波理论与技术,全日制,"('专业：11(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1020,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
1021,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
1022,,统考,(085)电磁声学研究院,(085400)(专业学位)电子信息,(08)电子与通信工程：微波毫米波集成电路与系统,全日制,"('专业：11(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1023,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
1024,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
1025,,统考,(085)电磁声学研究院,(085400)(专业学位)电子信息,(09)电子与通信工程：太赫兹理论与技术,全日制,"('专业：11(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1026,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
1027,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
1028,,统考,(085)电磁声学研究院,(085400)(专业学位)电子信息,(10)电子与通信工程：阵列信号与信息处理,全日制,"('专业：11(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1029,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
1030,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
1031,,统考,(085)电磁声学研究院,(085400)(专业学位)电子信息,(11)电子与通信工程：人工智能和大数据,全日制,"('专业：11(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1032,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
1033,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
1034,,统考,(085)电磁声学研究院,(085400)(专业学位)电子信息,(12)电子与通信工程：等离子体技术与应用,全日制,"('专业：11(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1035,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
1036,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
1037,,统考,(087)仪器与电气系,(085400)(专业学位)电子信息,(01)智能科学仪器及装备健康监测：分析仪器和生物医学仪器工程,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1038,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(822)微机原理与测试技术
1039,,统考,(087)仪器与电气系,(085400)(专业学位)电子信息,(02)智能科学仪器及装备健康监测：光电技术与仪器,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1040,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(822)微机原理与测试技术
1041,,统考,(087)仪器与电气系,(085400)(专业学位)电子信息,(03)智能科学仪器及装备健康监测：传感和检测技术,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1042,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(822)微机原理与测试技术
1043,,统考,(087)仪器与电气系,(085400)(专业学位)电子信息,(04)智能科学仪器及装备健康监测：电气及工业自动化,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1044,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(822)微机原理与测试技术
1045,,统考,(087)仪器与电气系,(085400)(专业学位)电子信息,(05)智能科学仪器及装备健康监测：结构健康监测,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1046,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(822)微机原理与测试技术
1047,,统考,(131)计算机科学系,(085400)(专业学位)电子信息,(01)计算机技术：计算机视觉与图象处理,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
1048,,统考,(131)计算机科学系,(085400)(专业学位)电子信息,(02)计算机技术：数据库与数据挖掘技术,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
1049,,统考,(131)计算机科学系,(085400)(专业学位)电子信息,(03)计算机技术：计算机网络与信息安全,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
1050,,统考,(131)计算机科学系,(085400)(专业学位)电子信息,(04)计算机技术：云计算技术,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
1051,,统考,(131)计算机科学系,(085400)(专业学位)电子信息,(05)计算机技术：大数据技术,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
1052,,统考,(131)计算机科学系,(085400)(专业学位)电子信息,(06)计算机技术：数字医疗技术,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
1053,,统考,(131)计算机科学系,(085400)(专业学位)电子信息,(07)计算机技术：移动计算与智能终端技术,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
1054,,统考,(131)计算机科学系,(085400)(专业学位)电子信息,(08)计算机技术：现代计算机体系结构与嵌入式应用,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
1055,,统考,(131)计算机科学系,(085400)(专业学位)电子信息,(09)计算机技术：多媒体与人机交互技术,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
1056,,统考,(131)计算机科学系,(085400)(专业学位)电子信息,(10)计算机技术：软件工程,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
1057,,统考,(131)计算机科学系,(085400)(专业学位)电子信息,(11)计算机技术：机器智能与计算机控制技术,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
1058,,统考,(131)计算机科学系,(085400)(专业学位)电子信息,(12)计算机技术：空间感知与计算,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
1059,,统考,(131)计算机科学系,(085400)(专业学位)电子信息,(13)计算机技术：图形学与增强现实,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
1060,,统考,(131)计算机科学系,(085400)(专业学位)电子信息,(14)计算机技术：生物计算与计算生物,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(408)计算机学科专业基础综合
1061,,统考,(131)计算机科学系,(085400)(专业学位)电子信息,(15)人工智能技术：计算机视觉技术,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(904)数据结构与机器学习
1062,,统考,(131)计算机科学系,(085400)(专业学位)电子信息,(16)人工智能技术：智能诊疗技术,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(904)数据结构与机器学习
1063,,统考,(131)计算机科学系,(085400)(专业学位)电子信息,(17)人工智能技术：移动计算与智能终端技术,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(904)数据结构与机器学习
1064,,统考,(131)计算机科学系,(085400)(专业学位)电子信息,(18)人工智能技术：多媒体与人机交互技术,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(904)数据结构与机器学习
1065,,统考,(131)计算机科学系,(085400)(专业学位)电子信息,(19)人工智能技术：机器智能与计算机控制技术,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(904)数据结构与机器学习
1066,,统考,(131)计算机科学系,(085400)(专业学位)电子信息,(20)人工智能技术：智能空间感知与计算,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(904)数据结构与机器学习
1067,,统考,(131)计算机科学系,(085400)(专业学位)电子信息,(21)人工智能技术：大数据与智能计算技术,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(904)数据结构与机器学习
1068,,统考,(132)电子工程系,(085400)(专业学位)电子信息,(01)电子与通信工程：新型激光技术及应用,全日制,"('专业：26(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1069,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(849)光电子技术
1070,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
1071,,统考,(132)电子工程系,(085400)(专业学位)电子信息,(02)电子与通信工程：光纤器件与集成光学,全日制,"('专业：26(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1072,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(849)光电子技术
1073,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
1074,,统考,(132)电子工程系,(085400)(专业学位)电子信息,(03)电子与通信工程：微纳光子器件及应用,全日制,"('专业：26(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1075,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(849)光电子技术
1076,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
1077,,统考,(132)电子工程系,(085400)(专业学位)电子信息,(04)电子与通信工程：光电传感技术与系统,全日制,"('专业：26(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1078,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(849)光电子技术
1079,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
1080,,统考,(132)电子工程系,(085400)(专业学位)电子信息,(05)电子与通信工程：非线性电路与射频,全日制,"('专业：26(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1081,,统考,(132)电子工程系,(085400)(专业学位)电子信息,(06)电子与通信工程：AI技术与集成系统,全日制,"('专业：26(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1082,,统考,(132)电子工程系,(085400)(专业学位)电子信息,(07)电子与通信工程：新型天线与微波器件,全日制,"('专业：26(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1083,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(849)光电子技术
1084,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
1085,,统考,(132)电子工程系,(085400)(专业学位)电子信息,(08)电子与通信工程：电磁兼容与测试,全日制,"('专业：26(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1086,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(849)光电子技术
1087,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
1088,,统考,(133)自动化系,(085400)(专业学位)电子信息,(01)控制工程：先进工业控制,全日制,"('专业：15(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(844)自动控制原理
1089,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(845)数据结构
1090,,统考,(133)自动化系,(085400)(专业学位)电子信息,(02)控制工程：生物信息,全日制,"('专业：15(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(844)自动控制原理
1091,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(845)数据结构
1092,,统考,(133)自动化系,(085400)(专业学位)电子信息,(03)控制工程：数据挖掘及其应用,全日制,"('专业：15(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(844)自动控制原理
1093,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(845)数据结构
1094,,统考,(133)自动化系,(085400)(专业学位)电子信息,(04)控制工程：计算机应用,全日制,"('专业：15(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(844)自动控制原理
1095,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(845)数据结构
1096,,统考,(133)自动化系,(085400)(专业学位)电子信息,(05)控制工程：多智能体与智能控制技术,全日制,"('专业：15(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(844)自动控制原理
1097,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(845)数据结构
1098,,统考,(133)自动化系,(085400)(专业学位)电子信息,(06)控制工程：组合导航与信息融合技术,全日制,"('专业：15(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(844)自动控制原理
1099,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(845)数据结构
1100,,统考,(134)信息与通信工程系,(085400)(专业学位)电子信息,(01)电子与通信工程：水下通信技术,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
1101,,统考,(134)信息与通信工程系,(085400)(专业学位)电子信息,(02)电子与通信工程：无线通信,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
1102,,统考,(134)信息与通信工程系,(085400)(专业学位)电子信息,(03)电子与通信工程：现代通信网络技术,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
1103,,统考,(134)信息与通信工程系,(085400)(专业学位)电子信息,(04)电子与通信工程：嵌入式系统与应用,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
1104,,统考,(134)信息与通信工程系,(085400)(专业学位)电子信息,(05)电子与通信工程：机器学习与智能信息处理,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
1105,,统考,(134)信息与通信工程系,(085400)(专业学位)电子信息,(06)电子与通信工程：深度学习与大数据分析,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
1106,,统考,(134)信息与通信工程系,(085400)(专业学位)电子信息,(07)电子与通信工程：图像处理与多媒体通信技术,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
1107,,统考,(134)信息与通信工程系,(085400)(专业学位)电子信息,(08)电子与通信工程：雷达信号处理,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(847)信号与系统
1108,,统考,(134)信息与通信工程系,(085400)(专业学位)电子信息,(09)人工智能技术：边缘智能,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(904)数据结构与机器学习
1109,,统考,(134)信息与通信工程系,(085400)(专业学位)电子信息,(10)人工智能技术：智能信息处理,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(904)数据结构与机器学习
1110,,统考,(134)信息与通信工程系,(085400)(专业学位)电子信息,(11)人工智能技术：机器学习,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(904)数据结构与机器学习
1111,,统考,(134)信息与通信工程系,(085400)(专业学位)电子信息,(12)人工智能技术：混合智能,全日制,"('专业：10(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(904)数据结构与机器学习
1112,,统考,(135)人工智能系,(085400)(专业学位)电子信息,(01)智能机器人,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(904)数据结构与机器学习
1113,,统考,(135)人工智能系,(085400)(专业学位)电子信息,(02)模式识别与机器学习,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(904)数据结构与机器学习
1114,,统考,(135)人工智能系,(085400)(专业学位)电子信息,(03)计算机视觉,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(904)数据结构与机器学习
1115,,统考,(135)人工智能系,(085400)(专业学位)电子信息,(04)自然语言处理,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(904)数据结构与机器学习
1116,,统考,(135)人工智能系,(085400)(专业学位)电子信息,(05)多媒体信息处理,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(904)数据结构与机器学习
1117,,统考,(135)人工智能系,(085400)(专业学位)电子信息,(06)医学信息处理,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(904)数据结构与机器学习
1118,,统考,(135)人工智能系,(085400)(专业学位)电子信息,(07)脑与认知,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(904)数据结构与机器学习
1119,,统考,(137)软件工程系,(085400)(专业学位)电子信息,(01)软件工程,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(865)专业基础（数据结构与软件工程）
1120,,统考,(137)软件工程系,(085400)(专业学位)电子信息,(02)数字媒体技术,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(865)专业基础（数据结构与软件工程）
1121,,统考,(137)软件工程系,(085400)(专业学位)电子信息,(03)人工智能与机器学习,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(865)专业基础（数据结构与软件工程）
1122,,统考,(137)软件工程系,(085400)(专业学位)电子信息,(04)云计算与大数据技术,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(865)专业基础（数据结构与软件工程）
1123,,统考,(137)软件工程系,(085400)(专业学位)电子信息,(05)移动互联网与物联网技术,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(865)专业基础（数据结构与软件工程）
1124,,统考,(137)软件工程系,(085400)(专业学位)电子信息,(06)数据挖掘技术及其应用,全日制,"('专业：3(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(865)专业基础（数据结构与软件工程）
1125,,统考,(320)微电子与集成电路系,(085400)(专业学位)电子信息,(01)电子与通信工程：集成电路设计与EDA技术,全日制,"('专业：14(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
1126,,,,,,,,(101)思想政治理论,(204)英语二,(302)数学二,(850)普通物理学（含热、力、光、电）
1127,,统考,(320)微电子与集成电路系,(085400)(专业学位)电子信息,(02)电子与通信工程：人工智能技术与嵌入式系统,全日制,"('专业：14(不含推免)',6",(101)思想政治理论,(204)英语二,(302)数学二,(821)电子电路
